id,name,description,detail,summary,category,price,brand,promotion,quantity,view,created_at,updated_at
53,Ốp lưng iPhone 15 Pro JCPal DualPro with Magsafe Clear,"Mua ngay Ốp lưng iPhone 15 Pro JCPal DualPro with Magsafe Clear chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.","- Chất liệu: PC &amp; TPU trong suốt
- Dòng sản phẩm: iPhone 15 Pro
- Phân loại ốp: Chống sốc, Ốp trong
- Tính năng: Hỗ trợ sạc MagSafe, Hỗ trợ sạc không dây, Chống sốc, va đập, Chống trầy xước
- Hãng sản xuất: JCPal","Mua ngay Ốp lưng iPhone 15 Pro JCPal DualPro with Magsafe Clear chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",Điện thoại,150000,JCPal,0,125,0,2026-03-29 00:49:37,2026-03-29 00:49:37
54,Ốp lưng iPhone 15 Pro Jinya T-Stand with Magsafe,"Mua Ốp lưng iPhone 15 Pro Jinya T-Stand with Magsafe chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.","- Dòng sản phẩm: iPhone 15 Pro
- Phân loại ốp: Chống sốc, Ốp trong, Ốp nhựa cứng
- Tính năng: Hỗ trợ sạc MagSafe, Hỗ trợ sạc không dây, Có chân đứng, Chống sốc, va đập, Chống trầy xước
- Hãng sản xuất: Jinya","Mua Ốp lưng iPhone 15 Pro Jinya T-Stand with Magsafe chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",Điện thoại,150000,Jinya,0,63,0,2026-03-29 00:49:37,2026-03-29 00:49:37
55,Ốp lưng iPhone 15 Pro Max Araree Duple Clear,"Mua Ốp lưng iPhone 15 Pro Max Araree Duple Clear chính hãng - Giá rẻ, đảm bảo","- Chất liệu: TPU + Polycarbonate
- Dòng sản phẩm: iPhone 15 Pro Max
- Phân loại ốp: Chống sốc, Ốp trong
- Tính năng: Hỗ trợ sạc không dây, Siêu mỏng, Chống sốc, va đập, Chống ngả màu, Chống trầy xước
- Hãng sản xuất: Araree","Mua Ốp lưng iPhone 15 Pro Max Araree Duple Clear chính hãng - Giá rẻ, đảm bảo",Điện thoại,150000,Araree,0,139,0,2026-03-29 00:49:37,2026-03-29 00:49:37
56,Ốp lưng iPhone 15 Pro Max Likgus With Magsafe,"Mua Ốp lưng iPhone 15 Pro Max Likgus With Magsafe chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.","- Dòng sản phẩm: iPhone 15 Pro Max
- Phân loại ốp: Chống sốc, Ốp trong
- Tính năng: Hỗ trợ sạc MagSafe, Hỗ trợ sạc không dây, Siêu mỏng, Chống sốc, va đập, Chống trầy xước
- Hãng sản xuất: Likgus","Mua Ốp lưng iPhone 15 Pro Max Likgus With Magsafe chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",Điện thoại,150000,Likgus,0,72,0,2026-03-29 00:49:37,2026-03-29 00:49:37
57,Ốp lưng iPhone 15 Pro Max TGVIS Art,"Mua Ốp lưng iPhone 15 Pro Max TGVIS Art chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.","- Chất liệu: TPU+ PC+ Metal
- Dòng sản phẩm: iPhone 15 Pro Max
- Phân loại ốp: Chống sốc
- Tính năng: Siêu mỏng, Có chân đứng, Chống sốc, va đập, Chống trầy xước
- Hãng sản xuất: TGVIS","Mua Ốp lưng iPhone 15 Pro Max TGVIS Art chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",Điện thoại,150000,TGVIS,2,74,0,2026-03-29 00:49:37,2026-03-29 00:49:37
58,Ốp lưng iPhone 15 Pro TGVIS Art,"Mua Ốp lưng iPhone 15 Pro TGVIS Art chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.","- Chất liệu: TPU+ PC+ Metal
- Dòng sản phẩm: iPhone 15 Pro
- Phân loại ốp: Chống sốc
- Tính năng: Siêu mỏng, Có chân đứng, Chống sốc, va đập, Chống trầy xước
- Hãng sản xuất: TGVIS","Mua Ốp lưng iPhone 15 Pro TGVIS Art chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",Điện thoại,150000,TGVIS,2,149,0,2026-03-29 00:49:37,2026-03-29 00:49:37
59,Ốp lưng iPhone 15 X Level Sparkling Magsafe,"Mua ngay Ốp lưng iPhone 15 X Level Sparkling Magsafe chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.","- Dòng sản phẩm: iPhone 15
- Phân loại ốp: Chống sốc, Ốp trong
- Tính năng: Hỗ trợ sạc MagSafe, Hỗ trợ sạc không dây, Siêu mỏng, Chống sốc, va đập, Chống trầy xước
- Dùng được cho: iPhone 15
- Hãng sản xuất: Hãng khác","Mua ngay Ốp lưng iPhone 15 X Level Sparkling Magsafe chính hãng - Giá rẻ, đảm bảo chất lượng, độ bền cao, hỗ trợ giao hàng tận nơi toàn quốc.",Điện thoại,150000,Hãng khác,0,131,0,2026-03-29 00:49:37,2026-03-29 00:49:37
60,PC Rosa Office 3200G,"Mua ngay PC Rosa Office 3200G giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.","- Loại card đồ họa: Radeon Vega 8
- Dung lượng RAM: 32GB
- Loại RAM: DDR4 8GB 3200Hz
- Số khe ram: 1 x 8GB
- Ổ cứng: SSD 240G/256G 2.5&quot; SATA
- Tản nhiệt: Wraith Stealth
- Hệ điều hành: Window 11 Pro
- Loại CPU: AMD Ryzen 3 3200G","Mua ngay PC Rosa Office 3200G giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",Khác,8290000,Hãng khác,0,89,0,2026-03-29 00:49:37,2026-03-29 00:49:37
61,PC Rosa Office 5500GT,"Mua ngay PC Rosa Office 5500GT giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.","- Loại card đồ họa: Radeon Vega 8
- Dung lượng RAM: 32GB
- Loại RAM: DDR4 8GB 3200Hz
- Số khe ram: 1 x 8GB
- Ổ cứng: SSD 240G/256G 2.5&quot; SATA
- Mainboard: AMD A520
- Tản nhiệt: Wraith Stealth
- Hệ điều hành: Window 11 Pro
- Loại CPU: AMD Ryzen 3 5500GT","Mua ngay PC Rosa Office 5500GT giá rẻ - Hỗ trợ trả góp 0%, đổi mới 30 ngày, bảo hành chính hãng, giao hàng tận nơi miễn phí.",Khác,10690000,Hãng khác,0,8,0,2026-03-29 00:49:37,2026-03-29 00:49:37
62,Samsung Galaxy Watch5 44mm LTE - Cũ Xước Cấn,"Mua Đồng hồ Galaxy Watch 5 44mm LTE cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.","- Công nghệ màn hình: Amoled
- Kích thước màn hình: 1.4 inch
- Đường kính mặt: 44mm
- Bộ nhớ trong: 16 GB
- Nghe,gọi: Nghe gọi qua Bluetooth
- Tiện ích sức khoẻ: Chế độ luyện tập, Theo dõi giấc ngủ, Đo nhịp tim, Đo lượng oxy trong máu, Đếm bước chân, Tính calo tiêu thụ, Tính quãng đường chạy, Đo mức độ stress, Cảm biến nhiệt độ, Cảnh báo nhịp tim bất thường, Đo chỉ số năng lượng cơ thể, Đo điện tâm đồ, Đo VO2 max (Đo lượng tiêu thụ oxy tối đa), Đo huyết áp
- Tương thích: Android, iOS
- Thời lượng pin: Chế độ thông minh: 2 ngày
- Hãng sản xuất: Samsung Chính hãng","Mua Đồng hồ Galaxy Watch 5 44mm LTE cũ giá rẻ - Nguồn gốc rõ ràng, bảo hành 6-12 tháng, đổi mới 30 ngày, luôn xuất bán đầy đủ VAT.",Điện thoại,1390000,Samsung Chính hãng,45,168,0,2026-03-29 00:49:37,2026-03-29 00:49:37
